Store,Area,Zone,Sku,Qty
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106294,0001
071,02,101,518423,0001
071,02,101,518423,0001
071,02,101,518423,0001
071,02,101,106187,0001
071,02,101,833020,0001
071,02,101,330456,0001
071,02,101,827253,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106237,0001
071,02,101,106237,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106187,0001
071,02,101,151480,0001
071,02,101,106187,0001
071,02,101,106187,0001
071,02,101,106187,0001
071,02,101,106187,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330399,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330399,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
071,02,102,330472,0001
